address	categories	city	country_code	country_name	description	domain	domain_suffix	email	language	link	name	page_type	phone	phone_country_code	raw_address	raw_phone	region_code	region_name	site_name	text	tld	zip_code
5560 windermere blvd nw, t6w 2z8, edmonton, ab, canada, alberta	Real Estate - Agents & Managers	edmonton	ca	canada		edmontonhq.com	com		en		Edmonton HQ with MaxWell Progressive		17807017272	ca	3+ years in business · 5560 Windermere Blvd · In Windermere Plaza	+1 780-701-7272	ab	alberta	Edmonton HQ	5.0 (12) · Real estate agency 3+ years in business · 5560 Windermere Blvd · In Windermere Plaza Closed ⋅ Opens 9AM · +1 780-701-7272	com	t6w 2z8
11310 97 ave, t8v 4y6, grande prairie, ab, canada, alberta	Graphic Design|Signs & Commercial Screens	grande prairie	ca	canada		sosgraphics.ca	ca		en		SOS Graphics		17805383338	ca	11310 97 Ave	+1 780-538-3338	ab	alberta	SOS Graphics	4.7 (20) · Sign shop 11310 97 Ave Closed ⋅ Opens 8AM Mon · +1 780-538-3338 In-store shopping·Curbside pickup	ca	t8v 4y6
Mississauga, ON, Canada · In Dixie Square	Bakeries & Desserts|Restaurants|Fish & Seafood Restaurants	mississauga	ca	canada		samaka.ca	ca		en		Samaka Mediterranean Seafood		19052322992	ca	Mississauga, ON, Canada · In Dixie Square	+1 905-232-2992	on	ontario	Samaka Mediterranean Seafood	"4.7 (617) · RR · Mediterranean restaurant Mississauga, ON, Canada · In Dixie Square Closed ⋅ Opens 12PM Thu · +1 905-232-2992 \Amazing Mediterranean Sea food\"" Takeaway·Delivery·No dine-in"""	ca	l4w 4k2
507 main street, r6w 4a4, winkler, mb, canada, manitoba	Real Estate - Agents & Managers	winkler	ca	canada		choicerealtyltd.com	com		en		Choice Realty Ltd.		12043254715	ca	7+ years in business · Winkler, MB, Canada	+1 204-325-4715	mb	manitoba	OnPoint Property Management	4.3 (39) · Real estate agency 7+ years in business · Winkler, MB, Canada Open ⋅ Closes 5PM · +1 204-325-4715	com	r6w 4a4
11510 - 40th street s.e, t2z 4v6, calgary, ab, canada, alberta	Flooring Contractors	calgary	ca	canada		mintfloorcoverings.com	com		en		Mint Floor Coverings		14032556468	ca	Calgary, AB, Canada	+1 403-255-6468	ab	alberta	Mint Floor Coverings	"4.2 (32) · Flooring store Calgary, AB, Canada Closed ⋅ Opens 8AM · +1 403-255-6468 \Amazing service from selecting carpet to installation.\"""""	com	t2z 4v6
2500 n lincoln blvd., 73105, oklahoma city, ok, oklahoma	Educational Associations	oklahoma city	us	united states		sde.ok.gov	gov		en	https://cityofmobile.org	Oklahoma State Department of Education	LocalBusiness	14055213301	us	Oliver Hodge Building, 2500 N Lincoln Blvd	+1 405-521-3301	ok	oklahoma	SDE	2.4 (17) · State government office Oliver Hodge Building, 2500 N Lincoln Blvd Closed ⋅ Opens 8AM Mon · +1 405-521-3301	gov	73105
947 Falconbridge Rd	Breweries	greater sudbury (gatchell / west end / little britain)	ca	canada		stackbrewing.ca	ca		en	https://cochraneflorist.com	Stack Brewing	LocalBusiness	17052220152	ca	947 Falconbridge Rd	+1 705-222-0152	on	ontario	Stack Brewing	4.6 (86) · Restaurant 947 Falconbridge Rd Closed ⋅ Opens 11AM · +1 705-222-0152 Takeaway·Delivery·No dine-in	ca	p3a 5k8
525 south lawrence street, 36104, montgomery, al, alabama	Housing Programs	montgomery	us	united states		mhatoday.org	org		en		Montgomery Housing Authority		13342067200	us	Montgomery, AL	(334) 206-7200	al	alabama	MHA Today	2.6 (19) · Housing authority Montgomery, AL Closed ⋅ Opens 8AM · (334) 206-7200	org	36104
690 boul. des seigneurs, j6w 3w6, terrebonne, qc, canada, quebec	Travel Agencies	terrebonne	ca	canada		voyagesprestige.com	com		fr		Voyages Prestige		14504160673	ca	7+ years in business · 690 Boulevard des Seigneurs	+1 450-416-0673	qc	quebec	Voyages Prestige	5.0 (6) · Travel agency 7+ years in business · 690 Boulevard des Seigneurs Open ⋅ Closes 6PM · +1 450-416-0673	com	j6w 3w6
7 keady way, 01464, shirley, ma, massachusetts	Executive, Legislative & Government Institutions	shirley	us	united states		shirley-ma.gov	gov		en		Town of Shirley, MA		19784252600			(978) 425-2600	ma	massachusetts	Town of Shirley	4.5 (8) · City Hall 7 Keady Way Open ⋅ Closes 4:30PM · (978) 425-2600	gov	01464
#102, 1002 - 37 st sw, t3c 1s1, calgary, ab, canada, alberta	Spa & Wellness Centers	calgary	ca	canada		nailsalonscalgary.com	com		en	https://camara.net/marvejols	Phamtastic Nails & Spa Westbrook	LocalBusiness	14032493323	ca	7+ years in business · 1002 37 St SW #102 · In Westbrook Mall	+1 403-249-3323	ab	alberta	Phamtastic Nails & Spa	"4.0 (99) · Nail salon 7+ years in business · 1002 37 St SW #102 · In Westbrook Mall Open ⋅ Closes 7PM · +1 403-249-3323 \Won’t go anywhere else ❤️\"" Online appointments"""	com	t3c 1s1
30 intermodal drive unit#207, l6t 5k1, brampton, on, canada, ontario	Real Estate - Agents & Managers	brampton	ca	canada		homelifediamonds.com	com		en	https://bernina.com	HomeLife/Diamonds Realty Inc.	Organization	19057897777	ca	7+ years in business · 207-30 Intermodal Dr · In Industrial Business Park	+1 905-789-7777	on	ontario	The Canadian Real Estate	4.9 (8) · Real estate agency 7+ years in business · 207-30 Intermodal Dr · In Industrial Business Park Closed ⋅ Opens 10AM Mon · +1 905-789-7777	com	l6t 5k1
130 cawthra avenue, unit 107, m6n3c2, toronto, on, canada, ontario	Clothing Stores	toronto	ca	canada		philipsparks.com	com		en		Philip Sparks Tailored Goods Inc.		16473481827	ca	Toronto, ON, Canada	+1 647-348-1827	on	ontario	Philip Sparks Tailored Goods	5.0 (3) · Men's clothing store Toronto, ON, Canada Opens soon ⋅ 11AM · +1 647-348-1827	com	m6n3c2
Rocky View County, AB, Canada	Malls & Shopping Centers		ca			newhorizonmall.com	com		en		New Horizon Mall		14034527050	ca	Rocky View County, AB, Canada	+1 403-452-7050			New Horizon Mall	"3.0 (968) · Association or organization Rocky View County, AB, Canada Closed ⋅ Opens 11AM · +1 403-452-7050 \Huge food court. It will be great when all shop places are open.\"""""	com	
450 110th ave ne, 98004, bellevue, wa, washington	Executive, Legislative & Government Institutions	bellevue	us	united states		bellevuewa.gov	gov		en	https://agblawyers.com	Bellevue City Hall	LocalBusiness	14254526800	us	Bellevue, WA, United States	+1 425-452-6800	wa	washington	City of Bellevue	"4.2 (17) · City or town hall Bellevue, WA, United States +1 425-452-6800 \There are beautiful public places in City Hall.\"""""	gov	98004
215 main street, 82082, pine bluffs, wy, wyoming	Executive, Legislative & Government Institutions	pine bluffs	us	united states		pinebluffswy.gov	gov		en	https://cbt.edu	Town of Pine Bluffs	LocalBusiness	13072453746	us	Pine Bluffs, WY	(307) 245-3746	wy	wyoming	Pine Bluffs	4.0 (4) · City Hall Pine Bluffs, WY Closed ⋅ Opens 8AM Mon · (307) 245-3746	gov	82082
215 manatee ave w, 34205, bradenton, fl, florida	High Schools	bradenton	us	united states		manateeschools.net	net		en		School District of Manatee County		19417088770		Bradenton, FL	(941) 708-8770	fl	florida	School District of Manatee County	3.4 (8) · Board of education Bradenton, FL (941) 708-8770	net	34205
111 w vine st, 37130, murfreesboro, tn, tennessee	Executive, Legislative & Government Institutions	murfreesboro	us	united states		murfreesborotn.gov	gov				City of Murfreesboro, TN - Government		16158935210	us	Murfreesboro, TN	(615) 893-5210	tn	tennessee	Murfreesboro CityTV	4.6 (9) · City government office Murfreesboro, TN Closed ⋅ Opens 8AM Mon · (615) 893-5210	gov	37130
101 e carolina avenue, 29550, hartsville, sc, south carolina	Packing & Crating	hartsville	us	united states		novolex.com	com		en		Novolex		18008456051	us	Hartsville, SC, United States	+1 800-845-6051	sc	south carolina	Novolex	2.6 (5) · Packaging company Hartsville, SC, United States +1 800-845-6051	com	29550
114 cumberland st., m5r 1a6, toronto, on, canada, ontario	Bakeries & Desserts	toronto	ca	canada		carolescheesecake.ca	ca		en		Carole's Cheesecake Cafe		14168491499	ca	Toronto, ON, Canada	+1 416-849-1499	on	ontario	Carole's Cheesecake Cafe & Indulge	3.9 (376) · $$ · Restaurant Toronto, ON, Canada Closed ⋅ Opens 6PM Thu · +1 416-849-1499 Stylish eatery with an upscale feel serving all-day breakfast, salads & a variety of cheesecakes. Takeout·Delivery·No dine-in	ca	m5r 1a6
105 consumers drive uit 2, l1n 1c4, whitby, on, canada, ontario	Pallet Supplier	whitby	ca	canada		warehouseexpert.ca	ca		en		Warehouse Expert LTD		12896883500	ca	Whitby, ON, Canada · In The Durham Corporate Centre	+1 289-688-3500	on	ontario	Warehouse Expert	No reviews · Pallet supplier 105 Consumers Dr · In The Durham Corporate Centre Closed ⋅ Opens 9AM Mon · +1 289-688-3500	ca	l1n 1c4
2-31 king street, l4n 6b5, barrie, on, canada, ontario	Bakeries & Desserts	barrie	ca	canada		donsbakery.ca	ca		en		Don's Bakery Muskoka		17057333337	ca	31 King St Unit #2	+1 705-733-3337	on	ontario	Don's Bakery	4.3 (45) · $$ · Bakery 31 King St Unit #2 Open ⋅ Closes 5PM · +1 705-733-3337 Takeout·No dine-in·No delivery	ca	l4n 6b5
5000 austell-powder springs road / 2716 broad street, sw, 30106, austell, ga, georgia	Executive, Legislative & Government Institutions	austell	us	united states		austellga.gov	gov		en		City of Austell		17709444300		Austell, GA	(770) 944-4300	ga	georgia	City of Austell	1.5 (8) · Water utility company Austell, GA Closed ⋅ Opens 8:30AM Mon · (770) 944-4300	gov	30106
126 catharine street north, l8r 1j4, hamilton, on, canada, ontario	Business Consulting	hamilton	ca	canada		seedworksoffices.ca	ca		en	https://cityofsitka.com	The Seedworks Urban Offices	Organization	19055237425	ca	Hamilton, ON, Canada · +1 905-523-7425	+1 905-523-7425	on	ontario	The Seedworks Urban Offices	4,7 (20) · Kontorfællesskab Hamilton, ON, Canada · +1 905-523-7425 Lukket indtil 09.00 på man	ca	l8r 1j4
1570 main st w, l8s1e8, hamilton, on, canada, ontario	Music Schools & Instructors	hamilton	ca	canada		mrbensopendoormusic.ca	ca		en		Mr. Ben's Open Door Music		19058184129	ca	3+ years in business · Hamilton, ON, Canada · In Alexander Park	+1 905-818-4129	on	ontario	Mr. Ben's Open Door Music	5.0 (2) · Music school 3+ years in business · Hamilton, ON, Canada · In Alexander Park Closed ⋅ Opens 9:30AM · +1 905-818-4129	ca	l8s 2h1
6097 yonge street, m2m 3w2, toronto, on, canada, ontario	Photographers & Photographic Studios	toronto	ca	canada		phototak.ca	ca		en		Photo Tak Inc.		14162245500	ca	7+ years in business · North York, ON, Canada · In Iranian Plaza	+1 416-224-5500	on	ontario	PhotoTak - Wedding Photographer in Toronto	3.6 (25) · Wedding photographer 7+ years in business · North York, ON, Canada · In Iranian Plaza Open ⋅ Closes 7PM · +1 416-224-5500	ca	
4605 point loma ave, 92107, san diego, ca, california	Middle Schools	san diego	us	united states		warren-walker.com	com		en		Warren-Walker School		16192233663	us	4605 Point Loma Ave	(619) 223-3663	ca	california	Warren-Walker School	San Diego, CA · (619) 223-3663 Closed ⋅ Opens 7AM Mon	com	92107
210 sw 3rd st, 72022, bryant, ar, arkansas	Executive, Legislative & Government Institutions	bryant	us	united states		cityofbryant.com	com		en	https://ammetlife.com	Bryant City Hall	Organization	15019430999		Bryant, AR	(501) 943-0999	ar	arkansas	City of Bryant	No reviews · City government office Bryant, AR (501) 943-0999	com	72022
2930 gay ave, 95127, san jose, ca, california	Middle Schools	san jose	us	united states		arusd.org	org		en		Alum Rock Union Elementary School District		14089286800	us	San Jose, CA	(408) 928-6800	ca	california	Renaissance Academy	4.4 (15) · School district office San Jose, CA Closed ⋅ Opens 7:30AM Mon · (408) 928-6800	org	95127
1013 s us highway 27, ste a, 48879, saint johns, mi, michigan	Elementary Schools	saint johns	us	united states		ccresa.org	org		en		Clinton County RESA		19892246831		St Johns, MI · In South Point Mall Management	(989) 224-6831	mi	michigan	CCRESA Office of Innovative Projects:	No reviews · School St Johns, MI · In South Point Mall Management Open ⋅ Closes 4:30PM · (989) 224-6831 Their website mentions playgroup	org	48879
4568 72nd St W, Billings, MT 59106, United States	Heavy Construction Equipment	bonnyville	us	canada		ncsg.com	com		en		NCSG Crane & Heavy Haul Services		18555605050	us	Billings, MT, United States	+1 855-560-5050	mt	alberta	NCSG Crane & Heavy Haul	5.0 (2) · Crane rental agency Billings, MT, United States Open ⋅ Closes 8PM · +1 855-560-5050	com	59106
4818a - 62nd street, t0c 2l2, stettler, ab, canada, alberta	Flooring Contractors	stettler	ca	canada		jenseninteriors.ca	ca		en		Jensen Interiors		15877990944	ca	Stettler, AB, Canada	+1 587-799-0944	ab	alberta	Jensen Interiors	5.0 (5) · Flooring store Stettler, AB, Canada Open ⋅ Closes 5PM · +1 587-799-0944 In-store shopping	ca	t0c 2l2
2 jake garzio drive, 08628, ewing, nj, new jersey	Community Center	lawrenceville	us	united states		ewingnj.org	org		en		Ewing Township		16098832900	us	Ewing Township, NJ	(609) 883-2900		new jersey	Ewing New Jersey	No reviews · Tax department Ewing Township, NJ Open ⋅ Closes 4:30PM · (609) 883-2900	org	
200 n main st, 29644, fountain inn, sc, south carolina	Executive, Legislative & Government Institutions	fountain inn	us	united states		fountaininn.org	org				City of Fountain Inn Municipality		18648624421	us	Fountain Inn, SC	(864) 862-4421	sc	south carolina	City of Fountain Inn	4.8 (5) · City Hall Fountain Inn, SC (864) 862-4421	org	29644
30 avenmore trail, l6a 4y4, maple, on, canada, ontario	Appliance Repair & Maintenance	maple	ca	canada	Beech Grove City Schools 8 hrs · One of our partner organizations, LifeBridge Community, has opened its summer program registration. Take a look at the attached video for more information. https://drive.google.com/…/177FcZ0KIJYCMTp4jMmrBw-yTJ…/view…	idealfix.ca	ca		en	https://bgcs.k12.in.us	Ideal Fix Appliance Repair Vaughan	LocalBusiness	16473705557	ca	3+ years in business · Maple, ON, Canada	+1 647-370-5557	on	ontario	Ideal Fix	"5.0 (17) · Appliance repair service 3+ years in business Open ⋅ Closes 9PM · +1 647-370-5557 \The technician was on time and did the job properly.\"" Online estimates"""	ca	
2475 state ave, 58601, dickinson, nd, north dakota	Fire Departments & Fire Protection	dickinson	us	united states		dickinsonfire.com	com		en	https://artokb.com	Dickinson Fire Department	LocalBusiness	17014567625		Dickinson, ND	(701) 456-7625	nd	north dakota	Dickinson Fire Department	"4.5 (2) · Fire station Dickinson, ND (701) 456-7625 \How do you not give a fire department 5 stars\"""""	com	58601
27000 weyerhaeuser way, 91351, santa clarita	High Schools	canyon country	us	united states		sssd.k12.ca.us	k12.ca.us		en	https://cobrapools.com	Sulphur Springs Union School District	LocalBusiness	16612525131		Canyon Country, CA	(661) 252-5131	ca	california	Sulphur Springs Union School District	3.5 (8) · School district office Canyon Country, CA Closed ⋅ Opens 8AM Mon · (661) 252-5131	us	91351
6831 palisades park ct, ste 6, 33912, fort myers, fl, florida	Social Services & NGOs	fort myers	us	united states		ccswfl.org	org		en		Child Care of Southwest Florida, Inc.		12392781002	us	Fort Myers, FL	(239) 278-1002	fl	florida	Child Care of Southwest Florida	5.0 (2) · Child care agency Fort Myers, FL Closed ⋅ Opens 8AM Mon · (239) 278-1002	org	33912
8441 riverside parkway, 77807, bryan, tx, texas	Colleges & Universities	bryan	us	united states		health.tamu.edu	edu		en		Texas A&M University Health Science Center		19794369100	us	Bryan, TX	(979) 436-9100	tx	texas	A&M Irma Lerma Rangel College of Pharmacy	4.2 (17) · Medical school Bryan, TX Closes soon ⋅ 5PM · (979) 436-9100 Their website mentions public health	edu	77807
2512 george mason dr, 23456, virginia beach, va, virginia	High Schools	virginia beach	us	united states		vbschools.com	com		en		VBSchools		17572631000	us	Virginia Beach, VA, United States	+1 757-263-1000	va	virginia	Windsor Oaks Elementary	"2.6 (21) · School district office Virginia Beach, VA, United States Closed ⋅ Opens 7:30AM Mon · +1 757-263-1000 \Great school district!\"""""	com	23456
4216 reading crest ave, 19605, reading, pa, pennsylvania	Plastics Products	leominster	us	united states		easypak.com	com		en		Easypak, LLC		18552977744		Leominster, MA	(855) 297-7744	pa	pennsylvania	EasyPak	2.0 (8) · Manufacturer Leominster, MA Closed ⋅ Opens 9AM Mon · (855) 297-7744	com	19605
551 ebycrest rd, n2j4g8, waterloo, on, canada, ontario	Foundation Contractors	waterloo	ca	canada	We are a Calgary based commercial real estate brokerage and property management firm.	jimwilsonwelldrilling.com	com		en	https://blackstonecommercial.com	Jim Wilson Well Drilling Ltd	LocalBusiness	15196482412	ca	5+ years in business · Waterloo, ON, Canada	+1 519-648-2412	on	ontario	Jim Wilson Well Drilling	4.7 (3) · Well drilling contractor 5+ years in business · Waterloo, ON, Canada Closed ⋅ Opens 7AM Mon · +1 519-648-2412	com	n2j 4g8
3217 w clearfield st, 19132, philadelphia, pa, pennsylvania	Middle Schools	philadelphia	us	united states		stjamesphila.org	org		en		St. James School		12152261276	us	Philadelphia, PA, United States	+1 215-226-1276	pa	pennsylvania	James School	3.9 (8) · Middle school Philadelphia, PA, United States +1 215-226-1276	org	19132
800 cochrane dr., l3r 8c9, markham, on, canada, ontario	Medical Supply Manufacturers|Malls & Shopping Centers	markham	ca	canada		k-dental.ca	ca		en	https://bloomfieldgardens.ca	K-Dental Inc.	LocalBusiness	18004553368	us	Saint-Laurent, Quebec, Canada	(800) 455-3368	on	ontario	Fluoride	5.0 (2) · Wholesaler Saint-Laurent, Quebec, Canada Closed ⋅ Opens 8AM Mon · (800) 455-3368	ca	l3r 8c9
